"","median","mean","min","max","std","NaN_count","Data_completion","Potential_outlier"
"Barro.Lee..Percentage.of.female.population.age.55.59.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",1.39,1.54777777777778,0.6,4.35,1.16237663622616,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",3.56,3.92222222222222,1.5,10.66,2.87090916687457,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",0.9,1.11888888888889,0.5,1.97,0.546613310404267,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",2.3,2.81777777777778,0.8,5.66,1.55063517451541,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.15.19..total",0.68,0.698888888888889,0.26,1.14,0.264879427496948,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.15.19..female",0.64,0.633333333333333,0.19,1.14,0.287141080307225,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.15...total",0.85,0.866666666666667,0.23,1.47,0.452603579305334,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.15...female",0.56,0.63,0.11,1.31,0.427551166528639,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.20.24..total",1.31,1.32,0.48,2.02,0.526307894677631,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.20.24..female",0.92,0.96,0.2,1.75,0.568990333837052,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.25.29..total",1.23,1.16777777777778,0.28,1.93,0.575864085044765,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.25.29..female",0.77,0.792222222222222,0.1,1.66,0.544949029216902,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.25...total",0.71,0.777777777777778,0.16,1.57,0.50116808003348,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.25...female",0.39,0.504444444444444,0.07,1.35,0.433419863155552,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.30.34..total",1.05,1.05888888888889,0.19,2.01,0.656171556158228,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.30.34..female",0.55,0.686666666666667,0.08,1.62,0.567670679179399,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.35.39..total",0.74,0.913333333333333,0.19,2.05,0.665770230635164,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.35.39..female",0.35,0.571111111111111,0.08,1.68,0.55752678062234,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.40.44..total",0.6,0.77,0.13,2.05,0.667907179179862,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.40.44..female",0.25,0.461111111111111,0.05,1.68,0.53866604785443,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.45.49..total",0.32,0.57,0.13,1.45,0.507444578254611,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.45.49..female",0.11,0.287777777777778,0.05,0.88,0.302893453947827,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.50.54..total",0.23,0.437777777777778,0.1,1.45,0.444487845103153,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.50.54..female",0.09,0.222222222222222,0.05,0.88,0.273119835318573,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.55.59..total",0.19,0.238888888888889,0.09,0.62,0.169517288531616,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.55.59..female",0.08,0.111111111111111,0.05,0.3,0.08491826135238,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.60.64..total",0.14,0.177777777777778,0.06,0.34,0.104136662345422,53,0.145161290322581,0
"Barro.Lee..Average.years.of.secondary.schooling..age.60.64..female",0.07,0.0844444444444444,0.04,0.2,0.0497772817435603,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15.19.with.tertiary.schooling..Completed.Tertiary",0.11,0.0988888888888889,0,0.14,0.0453994615729208,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15.19.with.tertiary.schooling..Completed.Tertiary",0.11,0.102222222222222,0,0.16,0.0540318835914911,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15..with.tertiary.schooling..Completed.Tertiary",0.82,1.11777777777778,0.09,2.97,1.00430047517884,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15..with.tertiary.schooling..Completed.Tertiary",1.29,1.52888888888889,0.21,3.4,1.11427604798412,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.20.24.with.tertiary.schooling..Completed.Tertiary",1.73,1.71,0.12,3.74,1.31791502002216,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.20.24.with.tertiary.schooling..Completed.Tertiary",2.19,2.02555555555556,0.16,3.73,1.2618152708609,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25.29.with.tertiary.schooling..Completed.Tertiary",1.35,2.12111111111111,0.17,5.85,1.99253258721435,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25.29.with.tertiary.schooling..Completed.Tertiary",2.33,2.75444444444444,0.35,6.17,2.0433312941806,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25..with.tertiary.schooling..Completed.Tertiary",0.8,1.43333333333333,0.18,4.46,1.47087558957242,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.tertiary.schooling..Completed.Tertiary",1.53,2.09111111111111,0.32,5.25,1.72288598320118,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.tertiary.schooling..Completed.Tertiary",1.24,1.86777777777778,0.17,5.12,1.8385169143754,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.tertiary.schooling..Completed.Tertiary",2.25,2.61888888888889,0.36,6.08,2.04772705972039,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.tertiary.schooling..Completed.Tertiary",0.69,1.76777777777778,0.19,5.32,1.94594949688949,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.tertiary.schooling..Completed.Tertiary",1.37,2.65777777777778,0.4,6.64,2.31369713757969,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.tertiary.schooling..Completed.Tertiary",0.7,1.38444444444444,0.12,5.29,1.70735256399426,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.tertiary.schooling..Completed.Tertiary",1.32,2.26,0.34,6.63,2.23407139545718,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.tertiary.schooling..Completed.Tertiary",0.31,0.92,0.12,3,1.08143423285931,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.tertiary.schooling..Completed.Tertiary",0.88,1.79,0.34,5.76,2.01321260675568,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.tertiary.schooling..Completed.Tertiary",0.26,0.691111111111111,0.15,3.01,0.920019625394541,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.tertiary.schooling..Completed.Tertiary",0.79,1.3,0.3,5.77,1.72341231282592,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.55.59.with.tertiary.schooling..Completed.Tertiary",0.22,0.382222222222222,0.17,1.07,0.350883804762267,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.tertiary.schooling..Completed.Tertiary",0.48,0.683333333333333,0.26,1.44,0.441899309798058,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.tertiary.schooling..Completed.Tertiary",0.19,0.291111111111111,0.12,1.1,0.305673209671883,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.tertiary.schooling..Completed.Tertiary",0.49,0.545555555555556,0.2,1.48,0.396077994563921,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15.19.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.63,0.546666666666667,0,0.77,0.24688053791257,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15.19.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.54,0.531111111111111,0,0.85,0.281355844281065,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15..with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.59,2.15555555555556,0.2,5.59,1.88639942159071,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15..with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",2.5,2.95,0.4,6.45,2.11766380712331,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.20.24.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",3.98,3.90444444444444,0.3,8.45,2.94416843570095,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.20.24.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",5.35,4.95444444444444,0.4,9.07,3.0339417887919,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25.29.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",2.17,3.37444444444444,0.3,9.23,3.11966789543018,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25.29.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",3.8,4.50777777777778,0.6,10.07,3.30399295466023,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25..with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.24,2.18777777777778,0.3,6.76,2.21257077727345,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",2.3,3.16444444444444,0.5,7.92,2.57866298258958,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.96,2.92222222222222,0.3,7.95,2.83248026373432,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",3.61,4.20555555555556,0.6,9.73,3.24918878764805,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.99,2.52555555555556,0.3,7.55,2.74658929907217,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.98,3.82555555555556,0.6,9.53,3.29928064550104,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.01,1.98777777777778,0.2,7.55,2.42423069125949,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.9,3.26111111111111,0.5,9.53,3.19597185705868,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.47,1.36888888888889,0.2,4.43,1.5881391976496,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.27,2.57,0.5,8.24,2.87232484235332,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.4,1.02777777777778,0.25,4.43,1.3465398042555,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",1.13,1.86444444444444,0.45,8.24,2.45521949686332,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.55.59.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.35,0.612222222222222,0.3,1.69,0.545040773194487,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.7,0.995555555555556,0.39,2.09,0.636359000704616,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.3,0.456666666666667,0.2,1.69,0.465376191913596,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.tertiary.schooling..Total..Incomplete.and.Completed.Tertiary.",0.7,0.778888888888889,0.3,2.09,0.554085833703688,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.15.19..total",0.01,0.0133333333333333,0,0.02,0.00707106781186548,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.15.19..female",0.01,0.0133333333333333,0,0.02,0.00707106781186548,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.15...total",0.08,0.0911111111111111,0.01,0.2,0.0648930744464393,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.15...female",0.05,0.0655555555555556,0.01,0.17,0.0570331287742289,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.20.24..total",0.15,0.14,0.01,0.26,0.088034084308295,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.20.24..female",0.11,0.111111111111111,0.01,0.24,0.0860878104676331,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.25.29..total",0.12,0.143333333333333,0.02,0.32,0.106536378763313,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.25.29..female",0.07,0.11,0.01,0.3,0.100498756211209,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.25...total",0.08,0.104444444444444,0.02,0.26,0.0861845564923193,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.25...female",0.04,0.0722222222222222,0.01,0.22,0.0724185366080014,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.30.34..total",0.12,0.137777777777778,0.02,0.32,0.107793526913468,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.30.34..female",0.06,0.0966666666666667,0.01,0.26,0.093674969975976,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.35.39..total",0.07,0.128888888888889,0.02,0.32,0.112521602864122,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.35.39..female",0.03,0.0855555555555556,0.01,0.26,0.0942219601673505,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.40.44..total",0.06,0.11,0.02,0.32,0.108972473588517,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.40.44..female",0.03,0.0677777777777778,0.01,0.26,0.0822766336479832,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.45.49..total",0.04,0.0866666666666667,0.02,0.28,0.0978519289539046,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.45.49..female",0.02,0.0466666666666667,0.01,0.15,0.0545435605731786,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.50.54..total",0.04,0.0633333333333333,0.02,0.28,0.0833666600026653,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.50.54..female",0.01,0.0333333333333333,0.01,0.15,0.0463680924774785,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.55.59..total",0.02,0.0344444444444444,0.01,0.07,0.0224227067451229,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.55.59..female",0.01,0.02,0.01,0.06,0.02,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.60.64..total",0.02,0.0255555555555556,0.01,0.07,0.019436506316151,53,0.145161290322581,0
"Barro.Lee..Average.years.of.tertiary.schooling..age.60.64..female",0.01,0.0155555555555556,0.01,0.06,0.0166666666666667,53,0.145161290322581,0
"SACMEQ..Mean.performance.on.the.mathematics.scale",560.05,560.05,557,563.1,4.31335136523796,60,0.032258064516129,0
"SACMEQ..Mean.performance.on.the.mathematics.scale..female",549.2,549.2,546,552.4,4.52548339959389,60,0.032258064516129,0
"SACMEQ..Mean.performance.on.the.mathematics.scale..male",570.9,570.9,567.6,574.2,4.66690475583123,60,0.032258064516129,0
"SACMEQ..Mean.performance.on.the.reading.scale..total",543.4,544.333333333333,543.1,546.5,1.88237438713273,59,0.0483870967741935,0
"SACMEQ..Mean.performance.on.the.reading.scale..female",542.1,543.6,542.1,546.6,2.59807621135332,59,0.0483870967741935,0
"SACMEQ..Mean.performance.on.the.reading.scale..male",544.5,545,544.1,546.4,1.22882057274443,59,0.0483870967741935,0
"Enrolment.in.pre.primary.education..both.sexes..number.",1187883,1404126.79310345,537878,3199841,740438.668234551,33,0.467741935483871,1
"Enrolment.in.pre.primary.education..female..number.",615640,718355,269687,1565647,372239.50711143,36,0.419354838709677,1
"Percentage.of.enrolment.in.pre.primary.education.in.private.institutions....",32.97908,34.8504569230769,10.43874,80.99997,15.8168386853017,49,0.209677419354839,1
